id,open_edges
5803,31869-32371-87650-121530-131806
5804,31871
5805,31893-32043
5806,31895
5807,31899-33127
5808,31901
5809,31909-39427-39441
5810,31911-32590-34128-49718-53880-54512-54514-54542-54767-54779-54884-55062-56274-56778-56926-57202-57213-57663-57869-58059-58242-58772-59088-59552-59637-59718-59802-59807-59815-59860-60042-60919-61032-61042-61045-61215-61763-62881-63124-63848-64048-64072-64246-64248-64680-65576-66567-66900-66925-67186-68115-68134-68166-69368-69527-69664-69694-69804-69828-70420-70467-71814-71900-72296-72374-73096-75179-75918-76908-76918-77118-78142-78278-79216-79682-80038-80124-80945-80958-81266-82184-82324-85049-85404-85414-85776-85790-87345-88354-88731-89166-89398-90304-90409-90426-90538-90806-90809-92922-92990-93636-94908-95672-96112-96129-96166-96182-96388-96417-96694-97686-97697-98130-98186-99001-100332-100866-100892-101137-101180-102482-102904-103307-103489-103634-104398-105049-105094-105651-105658-106036-106042-106217-106219-106757-106761-107131-107652-107702-107800-107857-108160-108508-108522-109827-110055-110066-111992-113036-113054-113484-116204-116210-116866-116932-117112-117546-118668-119608-119958-120781-121582-121724-122030-122753-122808-123484-125564-125596-126854-127724-127754-127821-127920-128174-128242-129428-129490-131872-132172-133263-133936-134571-134782-134877-134882-134948-135077-135238-135511-137359-139331-140038-140040-140358-140462-140699-140786-143605-143878-143960-143982-144102-144106-144455-144718-144860-146584-146588-146883-147590-147850-147886-148388-148782-149065-149839-149874-150919-151127-151367-151601-152170-152285-152291-152313-153729-153822-153880-153989-154022-154868-156002-157138-157201-157234-157371-158158-158811-158840-158842-159008-159164-159870-160224-160623-161227-161513-161608-161935-162034-162113-162141-162335-162431-162498-162692
5811,31921-46381
5812,31959-32729-55246
5813,31963
5814,31965-32019-104980-133303-141552-143399-144163
5815,31971-31975-32153
5816,31979-39438-50168
5817,31981-41414-41606-41854-41900-41908-41915-41962-42033-42387-43170-43261-44078-44186-49732-50766-59497-74498-87359-87700-88704-106602-122055-134433-138589-141336-143903-144928-144931-145337-145338-146392-148931-152696-152908-152916-153868-153936-154836-155121-155394-157078-161812
5818,31985
5819,31989-32411-32453-33947-34050-34261-35049-35307-35339-35569-35782-35813-36453-36762-36964-36970-37605-38137-38467-41036-41107-41344-43015-43756-43898-43961-52437-71710-71905-72654-74045-79310-82964-92136-92221-96330-97182-127446-129456-131802-133116-141378-141380-143394-143866-145594-148142-149748-150121-150512-151505-152568-152570-160814
5820,31993-34689
5821,31995
5822,32007-34087-34763-35463-35651-37686-40959-41299-41542-44240-44468-47206-48216-49374-52040-58086-66090-76468-87231-89377-90256-93072-93134-95959-96618-125502-128091-158307
5823,32011
5824,32025-32147-69669-130990-133793
5825,32027
5826,32028-32030-32032-32060-32423-32455-33899-49608
5827,32029-32033-32034-32062-32413-33687-35139-36661-39395-39505
5828,32031-32035-32061-32063-32417-32419-33003-34586
5829,32055-38895-39551-43415-43417-43419-43420-43423-45078-45080-45083-45085-45087-48493-51437-53492-53494-53497-55082-58700-58702-58822-62070-63861-64777-69509-69510-71893-74399-85077-86133-86135-86136-86138-86140-86142-86145-86147-86149-87776-88558-92206-94520-94523-94524-94527-94529-95550-96350-98025-102734-107444-109532-109534-109536-109538-109540-109543-109544-109546-109549-109550-109553-109554-109556-109558-111414-114004-115148-116786-119334-120776-121636-122584-122700-124657-124666-126301-126972-127298-129145-129689-130127-130567-131123-132212-133328-134038-134080-134996-135672-135873-140079-140091-140103-140509-140555-140801-141093-141428-141495-142053-142074-142531-143087-144082-145214-145675-145688-146725-146867-147455-147906-147948-148480-148613-149231-149806-150936-152542-153034-153185-154619-155945-155948-156118-156422-156592-156678-158546-158551-159285-159310-160400-160874-161324-161918
5830,32064-32750-47486-141778-142664-142860-143754-143764-143868
5831,32065-32751
5832,32067-33573-33885-34973-36041-36070-36101-37631-150504-150507-156268-158320
5833,32081-100123
5834,32083-140577-140579-144377-144531
5835,32089-32091-32237-32253-32701-43970-45806-45808-101873-101875-101876-104626-137033-137034
5836,32093-32103
5837,32099-71726-71813-72031-72054-72057-72130-72134-72202-72216-72240-72306-72444-73110-74275-74343-74497-74521-75250-75252-75424-75457-75460-80114-80128-84895-86178-86566-86855-87221-89222-105028-109850-118578-125545
5838,32123-32213-32245-32431-32435-34269-35785-35787-36941-37135-37309-37329-38983-54445-54453-54467-116008
5839,32125-32127-34849-40453-41394-41398-45864-47581-48787-48830-50179-52748-68807-153352-153424
5840,32139
5841,32141
5842,32145
5843,32149-32837-32891-42961-43221-50686-50688-63966-79635-89612-89840-96567-99250-100550-101529-103837-103863-108147-110987-115362-115364-117873-119620-121047-125050-133117-139498-140584-149950-149970-149988-149993-155116-156882-156888-158349-162142
5844,32159
5845,32161
5846,32163
5847,32167-32235
5848,32171-32377
5849,32177
5850,32183-45915-90882
5851,32185-33923-34459
5852,32189-33589-33761-33851-41937-41976-56476-56594-56651-57382-57438-57826-61851-71572-72586-73332-126595-126680-126835-129440-130520
5853,32195-32397-32781-37228-37986-38087-39705-42287-55331-56009-123894-129634-146180
5854,32203-35774-35781-37410-48183
5855,32215-47595-53510-53515-53619
5856,32229
5857,32231-50639
5858,32233-74534-76745-111165-126621
5859,32241
5860,32255-35391-40708-45049-50139-50643-55564-89461-89466-89473-89669-90036-90071-90073-90189-90547-98914-99801-100179-100187-100193-109557-116849-130676-133030-133032-133456-133468-146112
5861,32257
5862,32269-32441-41035-95209-95232-95302
5863,32283
5864,32299-32307-32391-59391
5865,32317-32655-33097-34904-35041-36853-39433-39557-41345
5866,32321
5867,32325-41579
5868,32330-45810-62034-63548-63654
5869,32331-33140
5870,32335-32599-33653-84641-142295
5871,32345
5872,32347
5873,32349-32355-32369-32372-34947-58809-58819-58991-60185-60235-60237-60443-64469-64471-64475-64477-64549-73894-74250-77304-77308-77358
5874,32351-32491-32493-32569-32611
5875,32359-32884-32896-33489-33940-33984-37676-37678-54384-54634-78460-78468
5876,32361
5877,32363-32367-34169-34827
5878,32365
5879,32373-33363-34119-34722-35983-36095-37691-38028-38338-40674-41436-41630-42416-42647-45104-47926-48041-48846-56395-57096-57606-59864-60769-60948-64669-66992-67869-68152-68336-68753-151574
5880,32375-32760-32842-39188-39191-41923-42322-42324-43212-49205-62704-63085-66589-66659-69672-69688-71816-137437-150725
5881,32383-73241-73315-73417-73447-75234-78555-79866-84750-85122-85148-85150-87924-95565-104934-137331
5882,32387
5883,32389-34151-115492-118903
5884,32393-44422-44428-57156-78476-116092-118665-118828-121950-121972-129892-130094-131256-131450
5885,32395-33121
5886,32403-33713-33795-43901-67001-97965-98032-100470
5887,32421-32727-33415-34245-34379-34393-34395-35321-35325-35327-36984-37094-90388
5888,32427-34951
5889,32429-32999-68519-80327-80331-80359-80416-80714-81075-84431-85197-85486-86986-87218-87302-90007-90016-91092-93745-96992-98828-100954-101152-101168-101436-101480-101928-103117-108862-112290-114126-116960-126975-127952-142180-148794-151422-153002
5890,32433-36289-110034-155139
5891,32437-32475
5892,32439-47383-47734-100083
5893,32449-32459-32471-32479-32591-32671-32691-33076-33187-33467-35069-35185-35280-35293-35295-35757-35771-35783-35827-35871-35880-35883-35935-35939-36001-36155-36410-36487-36566-36568-36571-36573-36574-36576-36596-36944-36961-36963-37033-37034-37180-37280-37327-37338-37342-37351-37404-37544-37726-37757-37761-37899-37909-37911-37913-37915-37917-37933-37935-37937-38307-38309-38378-38575-38992-39110-39132-39866-39869-39872-40021-40022-40151-40157-40159-40160-40163-40296-40298-40300-40396-40410-40442-41707-43215-43224-48931-50224-52918-52974-63098-63278-63347-63630-63912-63914-63926-63946-64526-67240-71986-75892-82784-84761-84930-84990-86720-86722-90208-99537-100098-105344-109090-113132-114092-114101-114114-114342-117078-118546-123293-128592-128710-139536-147448-153518-153638-161267
5894,32461
5895,32467
5896,32469-32495-32503-32505-32513-32535-32549-33549-33581-34175-34193-35025-35881-35959-36581-37271-37457-37522-37995-42243-42245-42247-42249-42343-42345-42499-42501-42503-42733-43657-47459-48035-48037-48868-48934-52820-52823-53049-56960-56962-61907-63196-74128-74165-76323-76325-76327-76328-77255-77630-77943-77983-77985-77987-77989-77991-77993-78081-78088-81008-81039-81078-81122-85028-85031-85032-85757-85818-95111-108764-108768-108770-109530-110330-116322-119204-119206-119208-127774-135758-138887-139292-139710-141798-146014-148488
5897,32497-32499-32959-33153-37331
5898,32507-32511-36036-95882-98220
5899,32523-51201-51202-51821-52016-57047-59753-62136-62150-72204-126174
5900,32527-32533-32567
5901,32531
5902,32537-32543-32725-33803-33915-34487-34525-34549-35009-92897-92981
5903,32545-62419-63657-64492-65883-72479-79580-90631-94158-94488-95362-95474-96058-98958-101010-101104-113104-113115-142220-156330-156524
5904,32547
5905,32551
5906,32556-37591
5907,32557-32559-32581-33771-39243-78626-78630-78633-85903-85983-86049-87315-87804-88987-92488-92507-92528
5908,32565
5909,32577-32597-36807-38815-127073-127092-129266-153024
5910,32585
5911,32589-32735-32737-32741-33207-33537-33695-34885-34887-35548-36123-36127-36561-36593-36595-37397-37467-38751-38753-39000-39005-42257-42377-42509-42659-42685-45867-47393-47705-50969-54081-54267-54455-55123-99882-117935
5912,32593-110329
5913,32595
5914,32603-32607
5915,32609-45425-80160-85261-85406-87670-93014-95154-95332-96920-110199-134850-134894-135078-135143-135349-135424-143918-143978-146934-146950-150719-156306
5916,32619-32623
5917,32621
5918,32649-32779-32885-32897-33136-33138-89620
5919,32663
5920,32665-32669-32761-32841-32843-33070-33072-33255
5921,32667-32883-34565-34629-35860-49469-52603-52606-142538-142540
5922,32677-111977
5923,32682-34069-34211-45925-46017-81550
5924,32683-33146-34321-34745-36073-38140-38301-38580-38584-38774-38790-38794-39337-40195-40372-41055-41515-41879-42163-42695-43445-43451-43453-43459-43461-43465-43485-43507-43511-43513-44263-45017-45278-45315-46519-47744-47970-48053-48506-49008-49622-49828-49853-51269-51917-52056-53511-54403-54408-54981-55316-56223-57425-60188-61512-63638-64683-65840-68156-68732-69373-69654-69702-71798-72768-73702-77426-83392-85400-86998-87699-92986-93026-94738-95816-102084-102509-103812-106716-115424-115552-117118-119012-123615-123741-124018-125792-132534-133746-134994-135718-137478-137512-139350-139756-141962-144804-145758-146308-147446-150306-153258-159060
5925,32689-33241-39359-39697-55543-78858-78875-79136-79158-79232-79798-79800-79964-80006-80024-80412-80498-82148-83820-85967-85999-107480-109938-141294-142322
5926,32693-32801
5927,32694-33397-34814-34905-38304-39322
5928,32695-32711-33422-33438-34214-34815-50142-143898
5929,32697-159055
5930,32713-46925-54663-71376-71406-90702-106252-108976-128300-139828-148996-149403-152994-153098
5931,32715-32721-126142-126190-128532-128752-131029
5932,32719-35911
5933,32731
5934,32733-32987-93131-154380
5935,32747-33502
5936,32755-99853
5937,32767-39563
5938,32769-89621-89623-94995
5939,32795-37241
5940,32824-32854-47424-59986-60000-110302-110342-151999
5941,32825-32855-68696
5942,32831-32909-34923-102215
5943,32849-53042
5944,32851-49174-49195-58776-58956-62942-77599
5945,32852-32867
5946,32853-32895
5947,32857
5948,32875
5949,32877
5950,32881-32957-33118-33124-33281-34952-35532-35543-35926-36074-36214-37880-38678-38681-40280-44128
5951,32887-33137-33139-33245-34154-34156-34172-34327-34333-35067-35121
5952,32893-35107-142068-145539-146127-146417-147845-152387-152419-154544
5953,32907-35445
5954,32911
5955,32913
5956,32915
5957,32917
5958,32919
5959,32921
5960,32923
5961,32925
5962,32927
5963,32929
5964,32931
5965,32933
5966,32935
5967,32938-32942-33119-33125-33155-33423-33432-34617-34673-37755-38059-38415-40528-40921-41005-41033-43125-55940-62727-63199-64351-65053-111762-127144-143552-149574
5968,32939-32943-33077-33147-33226-36065-120761
5969,32941-33271-34956-38795
5970,32947
5971,32985-34999-99951-142829
5972,32989-32991-33563-33643-34303-34523-34593-35758-36879-36881-37089-40993-41381-41418-41490-41618-41742-41764-42690-42696-43638-44182-44188-44256-44444-45385-45533-46164-49680-49822-63279-63891-66575-68482-68774-71556-71696-72297-72809-78906-78921-78976-102885-102892-103032-125214
5973,32993-33031-33411-33523-36025-36302-36304-50228
5974,32997
5975,33010
5976,33011-33617-35343-43018-43227-43367-50917-51248-52327-52767-113932
5977,33013
5978,33015-127020
5979,33017
5980,33021-33025-33049-33059-33071-33073
5981,33027
5982,33037-33045-33339-35201-39045
5983,33043
5984,33047-139111-139243
5985,33055-33057-33597-34645-35725-36251
5986,33063-37021-52742
5987,33069-96474-96476-99866-117557-117573-117575-117579
5988,33075-46575
5989,33085-33087-108870-109040-109087-111256-116404-116406-116421-117448-117530
5990,33099
5991,33115
5992,33117
5993,33123-33151-33198-33227-39685-74155
5994,33133-39693-151235-159979
5995,33141-56288
5996,33149
5997,33167-33175
5998,33177-33257
5999,33191-33299-35029-99805-101606-111113
6000,33193
6001,33197-54186-59808
6002,33199-34225-34233-36085-36195-36255-37649-37723-40702-43019-43725-44409-45040-45567-45579-46040-46622-46792-46866-47437-51618-51914-51923-53606-54463-54473-54661-54705-54818-59115-59444-59484-60711-61893-64348-64688-76986-77548-98447-129004-132648-133423-135788-135792-137927-138210-138318-141432-142108-150105-150196-151794-151938-152560-153154-157424
6003,33249
6004,33253-41073-41259-50247-59883-154571
6005,33261
6006,33263-33275
6007,33273
6008,33285-33287-33291-38499-38505-153084
6009,33294-51128
6010,33295
6011,33297-33327-33365-33483-34659
6012,33315
6013,33325-94388-94446-156069
6014,33337-42623-49487-83611
6015,33341
6016,33351-33519-33711-36915-36917-108501-108533
6017,33367-33433-33439-34921-44396
6018,33371-33425-33629-33641-37531-39225
6019,33379-33387
6020,33391-33443-34223-37949-106159-158628-158834
6021,33393-33635
6022,33403-33418-36215
6023,33419-48784-48811-49727-50626-51136-51295-51297-51299-52615-52786-52814-53878-53985-54221-54412-54974-55392-55450-55550-55573-56443-56470-57814-58004-58186-59279-59313-59812-60212-60864-60930-61900-62794-62932-64183-64298-65026-66754-67481-67535-67569-67992-68020-68185-68328-69895-70454-70883-71213-72610-72692-73146-73244-73642-73669-73834-74086-74270-74332-74939-75415-75684-75737-77290-77315-78942-79108-79816-80287-80338-80398-82326-82823-83445-83472-83518-83554-83601-83623-83653-83752-83788-83978-84182-84726-84984-85012-85033-85128-85706-85928-86244-86650-87439-87712-88213-88238-88306-88675-88724-88758-88994-89467-90528-90621-90646-90782-91028-91796-91986-92030-92746-94193-94335-94500-94712-95012-95032-95113-95817-95942-96169-96486-97657-98561-98606-99090-99099-99188-99396-99498-99591-99685-99716-99964-100311-100596-100602-101794-101882-101998-102065-102118-102150-102466-103253-104668-105133-106020-106299-106333-106335-106370-106386-106866-107716-107954-107996-108308-108378-108589-108714-108783-110002-110716-111753-112114-112212-112220-112728-112760-112942-113026-113759-114154-115802-116311-116898-117540-117633-118532-118795-119056-119518-121572-121594-122262-122308-122317-122367-122826-123044-123306-124338-124704-125280-125504-125772-125896-125962-125966-126532-126561-126768-127048-127326-127448-127744-127750-128810-129400-129420-129506-129642-130166-130582-130844-130932-131838-131840-132558-132684-132868-133000-133034-133556-134194-134374-134618-134968-135080-135326-136234-137202-138008-138780-139013-139226-140006-140065-140204-141514-142014-143220-143851-144038-144178-144184-144570-145908-146171-146516-146730-148004-148418-148934-149106-149214-149323-149808-149888-150802-151054-151676-151770-151813-151892-152532-152543-152602-153329-153404-153468-153558-153803-153990-154716-154722-155109-155356-155446-155474-156338-156684-157215-157483-157630-157944-158144-158516-158532-158547-158575-158768-158784-158859-159118-159549-159752-159792-159840-159974-160074-160798-160804-160990-161052-161302-161391-161570-161746-161974-162035-162661-162677
